well_id,water_cut_fraction,MAIP_psi,required_injection_pressure_psi,porosity_fraction,permeability_md,TDS_mg_L,oil_in_water_ppm,TSS_mg_L,Ca_mg_L,SO4_mg_L,Ba_mg_L,Sr_mg_L,CRI,SRI,lithology,pH,temperature_C,GRSS,recommended_decision,main_reason
W01,0.672,7631,4546,0.281,716,3087,7.58,24.58,1894,259,0,106,22.7,35.2,carbonate,7.91,52.44,85.57,Inject,"Carbonate interval remains pressure-safe with acceptable quality and injectivity, so direct injection is feasible."
W01,0.623,7533,4320,0.267,574,1153,6.38,47.18,1834,145,0,96,31.4,29.1,sandstone,8.06,53.96,75.33,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.611,7513,3591,0.286,704,2811,7.72,20.68,1467,187,0,141,6.3,35.3,carbonate,7.89,44.73,93.66,Inject,"Carbonate interval remains pressure-safe with acceptable quality and injectivity, so direct injection is feasible."
W01,0.616,6878,4007,0.269,742,2191,7.97,40.08,1919,195,0,113,12.1,33.8,sandstone,8.14,39.28,73.66,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.601,7206,3752,0.28,597,4225,11.09,118.67,1495,200,0,138,22.9,29.1,sandstone,7.97,46.45,74.97,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.641,7780,4215,0.268,208,1923,7.16,27.92,1151,208,0,120,8.9,40.3,carbonate,8.41,36.48,85.53,Inject,"Carbonate interval remains pressure-safe with acceptable quality and injectivity, so direct injection is feasible."
W01,0.599,7064,5103,0.269,724,109,11.27,248.03,755,98,0,141,65.1,52.7,sandstone,6.81,56.04,66.83,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.587,7071,7271,0.262,502,7595,8.93,182.14,1333,271,0,149,39.7,30.6,carbonate,6.91,42.04,44.06,Injection not suitable,"Injection is not suitable because the carbonate case still fails key pressure, damage, or quality checks."
W01,0.628,7386,4355,0.301,890,4303,11.05,29.45,1972,164,0,79,19.1,3.6,sandstone,8.41,49.85,72.24,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.643,6888,4904,0.28,805,2511,8.79,115.06,1520,202,0,133,20,38,sandstone,8.16,43.49,74.55,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.662,6527,3933,0.281,650,2821,11.21,36.96,1056,125,0,88,31.5,6.1,sandstone,7.98,55.09,86.03,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.618,7406,4948,0.272,688,1059,7.19,271.09,1736,250,0,122,20,58.9,sandstone,7.92,39.57,65.6,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.604,7403,4051,0.25,657,1759,8.59,49.87,1523,306,0,127,14,58.1,carbonate,7.86,39.72,74.72,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.646,7184,4925,0.256,554,1866,11.04,76.72,1579,279,0,120,19.3,51.7,sandstone,7.57,45.79,71.26,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.65,7531,5045,0.268,590,2446,5.55,199.1,1241,122,0,117,21.8,17.4,sandstone,8.41,45.9,65,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.622,7500,4917,0.278,530,3662,8.43,251.62,1318,283,0,69,20.8,20.3,sandstone,8.77,45.39,73.86,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.629,7053,3884,0.291,863,2916,8.97,81.91,1216,149,0,91,30.5,12.5,sandstone,7.68,51.13,77.76,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.629,7111,7311,0.275,625,294,4.57,299.31,921,343,0,152,37.1,79.8,sandstone,7.76,53.56,31.7,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W01,0.633,7485,3949,0.283,619,4075,8.32,30.42,1370,272,0,77,9.7,20.6,sandstone,8.32,40.31,85.3,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.623,6952,4547,0.279,680,2050,22.27,244.97,1190,163,0,81,22.6,18,carbonate,7.93,46.29,66.69,Disposal,"Even with carbonate injectivity potential, the current pressure or quality indicators do not support safe reinjection."
W01,0.684,7074,7274,0.298,678,1109,8.6,313.65,1870,234,0,173,50,67.6,sandstone,7.98,63.15,33.66,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W01,0.662,6522,4615,0.266,630,1935,6.13,98.29,1036,136,0,132,19.9,29.2,sandstone,7.98,40.56,73.14,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.636,7634,4335,0.276,658,1690,9.85,35.14,1298,262,0,87,26.7,39.6,sandstone,7.73,52.9,76.66,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.638,7349,7549,0.277,701,7322,5.18,166.69,1788,444,0,82,20,28.1,sandstone,7.73,23.59,53.82,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W01,0.618,7255,4221,0.283,700,2940,11.97,107.91,1288,191,0,56,20,4.4,carbonate,7.77,44.22,75.6,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.633,7245,4019,0.263,641,1715,11.68,98.02,1206,116,0,74,30.3,6.7,carbonate,8.05,50.24,76.39,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.643,7292,4953,0.266,569,154,41.75,279.97,1060,202,0,99,50,64.7,sandstone,7.74,74.99,63.07,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.625,7179,3955,0.261,572,1676,6.25,135.52,1410,333,0,96,20,52.6,sandstone,7.74,29.1,73.08,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.666,7007,4429,0.267,538,197,12.43,62.46,1678,247,0,145,15.9,81.7,carbonate,8.22,18.08,76.09,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.606,7358,5248,0.276,228,276,9.02,196.65,1336,291,0,166,20,81,shale,7.96,35.32,73.19,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W01,0.671,7476,4878,0.255,546,3652,18.03,64.09,1681,67,0,119,16.1,0,sandstone,7.76,41.68,74.89,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.667,7580,4455,0.251,570,2479,10.92,21.95,1387,129,0,109,6.8,16.7,sandstone,8.18,41.1,85.68,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.713,6793,3862,0.274,630,3593,31.18,120.9,1245,240,0,149,50,40.8,sandstone,9.5,72.41,70.27,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.656,7368,5198,0.29,860,3781,5.9,204.92,1221,313,0,145,20,47.8,sandstone,7.97,43.52,70.66,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.648,7196,4613,0.282,707,4350,22.84,76.94,1584,163,0,122,17.7,17.6,carbonate,7.95,43.53,70.07,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.64,7462,4662,0.26,547,3139,6.68,101.36,1214,341,0,108,45.6,44.4,sandstone,7.87,57.81,73.35,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.677,7490,4453,0.29,716,1647,6.14,87.16,951,341,0,143,29.9,65.2,sandstone,7.84,50.53,74.77,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.692,7462,3766,0.271,723,1492,9.44,68.81,1189,246,0,59,24.8,26.5,sandstone,7.94,49.01,78.3,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.644,6520,4744,0.271,654,5875,29.55,159.49,1423,373,0,118,20,38.3,sandstone,8.25,36.2,61.34,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.665,7120,4186,0.275,758,2491,18.13,109.76,1577,231,0,165,20,49.8,sandstone,8.39,36.36,73.65,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.631,7081,4637,0.285,645,5238,21.3,123.65,1078,291,0,139,69,37.7,sandstone,6.52,53.19,60.36,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.663,7419,4331,0.289,638,1867,4.88,47.27,453,156,0,93,13.5,22.7,sandstone,7.89,44.33,86.45,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.629,7242,5499,0.275,585,3401,9.9,258.95,1448,170,0,140,50,28.3,sandstone,9.34,78.75,69.33,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.646,7493,4476,0.28,668,2553,8.02,26.45,963,222,0,108,8.4,33.9,sandstone,8.06,38.23,72.51,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.651,7314,4687,0.266,663,1514,9.8,88.1,742,207,0,109,19.3,40.9,sandstone,8,45.21,71.89,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.68,7227,5181,0.263,549,92,9,257.81,1643,220,0,110,33.3,77.5,sandstone,7.1,40.3,61.74,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.629,6949,5561,0.275,740,716,12.69,120.48,1757,144,0,140,20.8,48.6,sandstone,8.41,45.4,68.66,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.634,7110,4975,0.29,650,3213,8.73,126.12,1511,114,0,121,23,11.2,sandstone,7.84,46.52,70.43,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.666,7280,4557,0.281,606,1306,7.5,29.63,1316,265,0,160,39.4,65.1,carbonate,8.18,60.77,76.05,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.64,7107,6121,0.269,640,2006,5.79,128.71,1772,127,0,56,20,0,carbonate,8.43,42.04,74.23,Disposal,"Even with carbonate injectivity potential, the current pressure or quality indicators do not support safe reinjection."
W01,0.667,7018,4465,0.274,621,5876,24.3,76.25,1356,277,0,120,47.6,28.9,sandstone,8.45,71.52,70.02,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.654,7167,4265,0.266,610,1925,22.18,97.03,1330,153,0,115,32,28.6,carbonate,7.99,51.14,75.82,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.651,7225,4716,0.272,660,1860,5.55,72.49,1067,231,0,104,25.9,39.6,carbonate,8,49.36,75.4,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.627,7222,7422,0.241,551,1280,5.08,184.14,848,244,0,47,20,21,sandstone,7.91,30.5,50.61,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W01,0.638,7339,4683,0.276,679,2137,7.68,68.32,1754,195,0,146,16.7,42.8,sandstone,7.84,35.15,78.66,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.688,7316,4430,0.278,723,2849,9.27,38.62,1147,198,0,105,15.6,27.1,sandstone,8,46.94,70.15,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.65,7118,7318,0.282,760,2894,21.9,347.82,1585,188,0,157,20,38.5,carbonate,8.01,16.07,54.38,Injection not suitable,"Injection is not suitable because the carbonate case still fails key pressure, damage, or quality checks."
W01,0.64,7288,4461,0.273,713,2801,8.14,137.9,1017,201,0,112,20,30.1,sandstone,8.29,27.11,72.21,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.643,7305,4723,0.301,839,195,13.08,114,1331,5,0,140,20,0,sandstone,8.01,36.36,67.65,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.673,7632,5070,0.256,439,2231,7.7,59.17,927,85,0,93,15.4,0,sandstone,8.46,38.64,65.01,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.696,7518,4616,0.275,687,1367,13.1,99.23,1135,289,0,107,19.9,53.5,sandstone,8.16,43.14,77.12,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.677,7174,4797,0.283,727,3972,40.49,174.82,1685,193,0,122,50,25,sandstone,8.24,64.77,61.46,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.661,6961,4070,0.277,738,1723,13.17,50.65,898,160,0,149,14.1,40.6,sandstone,8.02,42.9,73.98,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.624,6918,5419,0.285,794,2589,14.23,148.64,1334,213,0,103,20,30.7,sandstone,7.83,38.66,67.8,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.654,7052,4390,0.281,779,4097,11.16,23.12,1296,210,0,149,12.1,33.9,sandstone,7.9,47.39,76.25,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.734,7611,4406,0.291,689,906,4.7,15.46,1017,96,0,96,3.8,18.8,sandstone,7.88,37.43,83.18,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.648,7150,4943,0.26,584,1746,7.54,150.12,1478,187,0,113,20,36.4,sandstone,7.86,27.74,63.42,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.652,7194,5113,0.252,523,202,9.42,111.44,1287,185,0,140,20,71.6,sandstone,7.86,18.43,66.15,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.659,7272,3856,0.294,202,3097,5.75,61.63,1309,165,0,55,15.8,0,sandstone,7.74,39.49,75.61,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.662,6703,4842,0.274,614,222,12.13,149.25,1038,155,0,132,20,60.8,sandstone,7.86,32.75,73.3,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.645,7452,4800,0.284,772,2702,8.84,107.86,1426,174,0,94,21.7,20.1,sandstone,7.98,45.86,75.57,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
